Gene Symbol	CRISPR score 
TPPP3	-0.58
ZDHHC1	-0.85
ATP6V0D1	-1.85
AGRP	-0.11
ZFYVE28	-0.36
RLTPR	-0.01
C16orf86	-0.47
PIP	-0.07
FAM131B	-0.05
RGS12	0.34
PSKH1	-0.56
ZYX	-1.02
ABR	-0.26
LYPD5	0.16
CCDC117	0.87
ZNF230	-0.09
CCDC107	-0.04
ZNF222	-0.07
NPR2	-0.40
ZNF221	0.06
ZNF233	-0.58
ZNF235	0.03
GNE	-0.54
TNFRSF13C	-0.47
ARHGAP35	0.07
PTGIR	-1.00
CALM3	-0.84
DFFA	0.13
CCDC28B	-1.34
IQCC	-0.59
TMEM234	-0.37
BSDC1	-0.90
ZBTB8A	0.28
ATAD3B	-0.38
SSU72	-1.98
UBE2J2	-1.71
ZNF362	-0.34
FNDC5	-0.88
CPAMD8	-0.20
NR2F6	0.28
ANKLE1	-1.17
CCDC58	-1.03
VMA21	-0.47
KALRN	-1.01
CILP2	-1.07
ABCG1	-0.47
TFF3	-0.34
TFF2	-0.22
TFF1	0.03
TMPRSS3	-0.14
UBASH3A	-1.51
RSPH1	-0.73
SLC37A1	-0.07
PDE9A	-0.07
WDR4	-1.85
NDUFV3	-0.30
PKNOX1	0.28
CBS	-0.89
U2AF1	-1.83
CRYAA	0.19
HSF2BP	-0.25
RRP1B	-0.47
PDXK	-0.24
G6PD	-1.70
CSTB	-0.75
RRP1	-1.84
AGPAT3	-0.26
TRAPPC10	-1.07
GAB3	-0.22
C21orf33	-0.34
ICOSLG	-0.37
AIRE	-0.13
C21orf2	-0.70
LRRC3	-1.01
ITGB2	-0.82
FAM207A	-0.86
RALGDS	-0.42
FTCD	-0.92
SPATC1L	-0.42
LSS	-1.43
VAV2	-0.77
MCM3AP	-1.40
C21orf58	-0.61
PCNT	-1.35
DIP2A	0.00
S100B	-0.33
PRMT2	0.06
CLDND2	-0.23
ZNF208	0.58
ADAMTS13	-0.91
CACFD1	-0.45
SLC2A6	-0.12
FCN2	-0.71
C9orf116	0.53
LCN1	0.24
ZNF714	-0.50
GPSM1	-0.52
C19orf47	0.29
HIPK4	-1.08
C9orf117	-1.33
TOR2A	-0.55
ST6GALNAC6	0.00
SHKBP1	0.03
RDH13	-0.80
ZER1	-0.66
ZDHHC12	-0.27
PKN3	-0.58
SPTBN4	0.49
BRSK1	-0.93
COX6B2	0.13
TMEM190	-0.05
NLRP4	-0.56
PPAPDC3	-0.21
TAOK1	0.30
MED27	-1.38
DEDD2	-0.76
SIK3	0.01
MPZL3	-0.34
AMICA1	-0.45
NEK8	-0.98
TLCD1	-0.87
PCSK7	-0.34
SAFB	-0.91
CD3G	0.19
S100A1	-0.61
CHTOP	-1.56
CXCR5	-0.25
ZBTB7B	-1.07
FLAD1	-0.25
SHC1	-0.02
NLRX1	-0.77
ADAR	-0.53
IL6R	-0.79
UBE2Q1	-0.74
CHRNB2	-0.63
CRTC2	-0.97
ANO10	-0.46
FDPS	-2.89
RUSC1	-0.57
FAM189B	-0.95
PAQR6	-0.57
PMF1	-2.72
SLC25A44	-1.08
LMNA	-1.70
CCR5	0.06
NBEAL2	-0.22
CCDC12	-1.42
PTH1R	-0.67
UBQLN4	-1.01
MYL3	0.51
PPP1R35	-0.50
GPATCH4	-0.81
LRRC71	-0.67
GATS	0.43
FCRL3	-0.35
AZGP1	-1.39
FGFR4	-0.25
CYP3A4	0.23
CYP3A7	-0.12
NACC1	-0.36
CYP11B1	0.45
HK3	-0.58
LY6K	0.65
IER2	-0.79
ZNF394	-1.19
CPSF4	-1.10
LY6E	0.07
VPS28	-2.13
TONSL	-2.48
PTGER1	-0.42
MUM1	-0.84
LRRC14	-0.56
ZNF333	-1.23
PPP1R16A	-0.77
FOXH1	-0.66
ORAI2	-0.76
ALKBH4	-0.58
CCDC105	-0.46
C5orf45	0.12
SQSTM1	-0.42
MGAT4B	-0.64
RPL8	-2.88
MAML1	-0.45
PGLYRP2	-0.78
LRWD1	-1.38
FBXL13	-0.46
NAPEPLD	0.11
SCGB3A1	-0.43
PSMC2	-2.04
CELF5	0.21
MFSD12	-0.19
YDJC	0.66
CCDC116	-1.35
DVL3	-0.43
AP2M1	-0.63
ABCF3	-0.92
PCYT1A	-0.87
FBXO27	-0.65
DMKN	-0.35
U2AF1L4	-0.21
BDH1	-0.29
NPHS1	-0.11
THAP8	-0.48
COX7A1	-0.28
ZNF382	-0.92
DUSP14	-0.76
LRRC56	-0.69
PLXDC1	-1.00
PGAP3	-1.81
IKZF3	-0.38
GRIN2C	-1.61
FDXR	-2.28
SAP30BP	-2.29
ACOX1	-0.36
PRPSAP1	-0.11
CYGB	-0.55
SRSF2	-2.06
ZNF577	0.07
TMEM143	-0.18
CCL5	0.31
LYZL6	0.27
CCL16	-0.06
TBC1D3G	-1.62
KLHL10	-0.17
CCDC155	-0.74
HCRT	-0.73
ALDH16A1	-1.36
DCD	-0.52
ITGA5	-1.10
SIGLEC11	-0.22
ZNF385A	0.07
MPP3	-1.14
CD300LG	-0.85
IZUMO2	0.26
NAGS	-0.63
LSM12	-1.44
ASB16	-0.48
EMC10	-0.08
JOSD2	0.09
SHANK1	-0.81
FAM171A2	-0.25
DBF4B	-1.12
FMNL3	-0.69
AQP5	0.07
RACGAP1	-1.95
LARP4	-0.12
GRASP	0.26
RAVER1	-0.59
KRT84	-0.78
KRT82	-0.52
SYCE2	-0.12
SPC24	-1.92
IP6K3	-0.21
LEMD2	-2.26
ALOX15	-0.49
TREML1	0.30
ZNF653	-0.47
MED11	-2.61
CXCL16	-0.71
SCIMP	0.02
BCL6B	-0.66
ASGR2	-0.09
TNFSF13	-0.60
FGF11	-0.89
EIF4A1	-2.11
RPL26	-1.30
CCDC42	-0.72
POLR3K	-1.78
SNRNP25	-2.20
C16orf11	-0.91
WDR90	-0.48
JMJD8	-0.65
CCDC78	-0.78
SSTR5	-1.00
SPSB3	-0.32
MEIOB	-0.07
HS3ST6	-0.03
C16orf59	-1.62
CCNF	-1.36
TBC1D24	-0.82
AMDHD2	-0.67
NTN3	0.22
CCDC64B	-0.79
PAQR4	0.03
FLYWCH2	-0.18
ZG16B	-0.12
ZNF75A	-0.06
ADCY9	-0.98
CLPB	-0.88
NEU3	-0.48
CYB561A3	-0.62
PPP1R32	-0.32
ASRGL1	-0.53
GNG3	-0.02
UBXN1	-0.90
C11orf48	-0.30
TTC9C	-0.36
TAF6L	-1.52
NXF1	-0.88
STX5	-1.02
SLC25A45	-0.45
RPL29	-1.09
ITIH3	-0.32
SYVN1	-1.12
ZFPL1	-0.13
RPS6KA4	-0.30
LRP5	-0.49
TPCN2	-0.19
FGF19	-0.20
CYP4A22	0.27
PDZK1IP1	-0.59
TAL1	0.09
CMPK1	-1.43
BEND5	0.19
ELAVL4	0.47
ZYG11B	-0.36
SLC1A7	-0.57
C1orf123	-0.06
MAGOH	-1.56
ACOT11	-0.71
FAM151A	0.06
PARS2	-2.02
C1orf177	-0.55
BSND	0.21
USP24	-0.45
PPAP2B	-0.46
NOL9	-1.58
PRKAA2	-0.01
KLHL21	-0.11
ZSWIM5	0.05
GMEB1	-0.97
SLC45A1	-1.00
SEPN1	-0.92
AK4	-0.72
JAK1	-0.86
RAVER2	-0.45
CTRC	-0.35
LZIC	-0.99
RBP7	0.49
KNCN	-0.13
FBLIM1	-0.50
TMEM82	-0.55
SLC25A34	-0.74
AKR7A3	0.41
DRAXIN	-0.91
PDPN	-0.21
LRRC38	0.16
DHRS3	-0.55
MATN1	0.02
LAPTM5	-0.75
SDC3	-0.38
PEF1	-0.59
SYNC	-0.82
RBBP4	-1.84
KIAA1522	-0.76
TSSK3	-0.73
TMCO4	-0.78
UBXN10	-0.45
CAMK2N1	-0.42
ALPL	-0.55
WNT4	-0.19
TTLL10	-0.87
SCNN1D	-0.92
MXRA8	-0.07
C1orf86	-0.19
MEGF6	-0.67
CCDC27	-1.07
IL23R	-0.27
DIRAS3	-0.36
C1orf87	-0.06
NFIA	-0.55
OMA1	-0.27
MYSM1	-0.80
USP1	-1.49
FUBP1	-1.34
NEXN	-0.21
DNAJB4	0.13
ELTD1	-0.39
LRRIQ3	0.33
TYW3	-0.43
LHX8	-0.06
SNX7	0.23
B3GALT2	0.04
NTNG1	-0.17
FAM102B	0.18
HENMT1	-0.15
AKNAD1	-1.35
C1orf52	-0.06
WDR63	-0.19
GBP2	-0.88
ATXN7L2	-1.17
GBP4	0.24
ZNF326	0.44
HFM1	-0.64
BRINP3	0.42
GFI1	0.37
KCNT2	-0.32
AGL	-0.01
VCAM1	-0.33
EXTL2	0.12
SLC30A7	-0.53
ZNF281	-1.46
ARPC5	-1.34
CADM3	-0.39
NLRP3	-0.46
ZNF496	-0.35
TRIM58	0.09
SLAMF9	-0.17
KCNJ9	-0.70
IGSF8	-0.12
DDR2	-0.40
PEA15	-0.19
PEX19	0.00
NCSTN	-1.25
VANGL2	-0.33
SLAMF6	-0.45
OLFML2B	-0.28
FCRLB	-0.73
FCGR3B	0.65
SLC9C2	-0.72
KLHDC9	0.03
C1orf74	-1.15
LMX1A	-0.93
LRRC52	-0.17
FLVCR1	-0.04
FAM71A	-1.11
ATF3	-0.01
RBM15	2.35
DENND2D	-0.01
AXDND1	0.11
TDRD5	-0.36
IER5	-1.06
SNED1	-0.16
BPNT1	0.41
SPATA17	-0.09
C1orf115	-0.53
BROX	0.33
ACP6	-0.35
KIF26B	-0.17
TFB2M	-1.32
CNST	-0.16
PPP1R21	-0.55
KLHDC8A	-0.34
PM20D1	0.27
PKDCC	-0.73
OXER1	-1.06
HAAO	-0.23
B3GALNT2	0.07
MAPKAPK2	-0.59
IL20	-0.26
IL24	0.42
FAIM3	-1.04
PIGR	-0.15
FCAMR	-0.05
CAPN2	-0.68
MRPL55	-1.36
WDR26	-1.19
REL	-0.11
PUS10	-0.35
PEX13	-0.86
KIAA1841	-0.60
TRIM17	-0.38
RFTN2	0.27
DISC1	-0.73
CAPN13	-0.30
LRRTM1	-0.39
MEMO1	-0.01
DPY30	-1.25
TYW5	-0.86
C2orf47	-0.76
KCNF1	-0.55
PQLC3	-0.49
ARL5A	0.04
FAM84A	-0.44
KCNJ3	-0.03
NEUROD1	-0.73
CLHC1	0.41
FRZB	-0.16
DUSP19	-0.18
CCDC104	-1.04
NUP35	-0.76
CCDC138	-0.95
C2orf48	-0.87
ZSWIM2	-0.13
FBXO41	-0.88
ACTG2	-2.28
C2orf44	-0.77
SMC6	-2.12
VSNL1	0.18
CCDC74A	0.08
H3F3A	-1.74
ADCK3	-0.74
SLC16A14	-0.91
TEKT4	-0.85
EN1	-0.63
ZNF2	-0.11
SGCB	0.02
SPATA18	-0.85
NOSTRIN	-0.76
PCDP1	-0.08
CCDC140	-0.26
SGPP2	-0.15
INHBB	0.19
XIRP2	0.37
BBS5	0.08
BIRC8	0.05
SMARCAD1	-0.74
HPGDS	0.01
PDLIM5	0.78
OTUD7B	-0.99
PDHA2	-0.70
STPG2	-0.17
RPRD2	-0.73
ANKRD23	0.07
CTSS	-0.68
MSX1	0.65
PACRGL	0.06
BNIPL	-0.09
C1QTNF7	-0.45
TNFAIP8L2	-0.35
LYSMD1	-0.54
SCNM1	-1.02
TMOD4	-0.48
VPS72	-2.20
ERCC3	-1.34
RNF149	-0.20
IWS1	-1.76
BOLA3	-0.64
CDC42EP3	0.16
S100A11	-0.34
LCE3D	-0.38
SMCP	0.84
IVL	-0.79
SPRR3	-0.02
DHX57	-0.14
SPRR2D	-0.27
BMP10	-0.55
PGLYRP4	-0.33
ARHGAP25	-0.07
S100A9	0.33
S100A12	0.21
TGFA	-0.18
TDRD10	-0.45
CCNYL1	0.07
FZD5	0.58
CRYGC	0.20
DCAF16	-0.12
C1orf189	-0.09
NPPC	-0.49
GNPDA2	0.39
ALPP	-0.01
GABRG1	-0.12
ALPPL2	0.41
GABRB1	-0.17
PAQR3	0.33
NIPAL1	0.04
ALPI	-0.08
ANTXR2	-0.06
HELQ	-0.74
MRPS18C	-1.28
CGGBP1	-0.93
FAM175A	0.14
GPR155	-0.47
DAPL1	-0.14
PMVK	-1.26
PBXIP1	-1.72
CLDN1	-0.03
PYGO2	-0.72
HIPK1	-0.48
LENEP	0.60
DCST2	-0.03
DCST1	-0.05
COL6A3	-0.54
C1orf106	-0.95
YY1AP1	-0.13
KBTBD8	-0.12
FAM19A4	-0.29
EOGT	-0.45
LMOD3	-1.62
APOA1BP	-0.53
NBPF10	-2.00
POGLUT1	-0.61
SLC22A15	-1.21
CCKAR	-0.65
IGFN1	-0.41
ATP1A1	-0.61
SLC15A2	-0.31
EIF4E3	0.01
PROK2	-0.61
C3orf30	-0.09
LRRC58	-0.70
FSTL1	-0.87
LMOD1	-0.80
ELF3	-1.14
PDCL2	-0.17
TMEM183A	-0.51
TMEM169	-0.08
IGFBP7	-0.59
TRIM46	-0.67
KRTCAP2	-0.01
CXCR1	-0.92
ARPC2	-1.30
TSACC	-0.49
CCT3	-2.87
TMEM79	-0.37
SSR2	-0.75
RNF25	-1.17
STK36	-0.02
ADORA1	0.10
NEK10	-0.52
FEV	-0.38
CRYBA2	-0.55
IHH	0.30
KIAA1524	-0.42
EOMES	-1.14
CWC22	-2.75
AZI2	-0.39
TGFBR2	-0.79
RETNLB	-0.26
ANKZF1	-0.45
HDAC11	-0.36
FCRL4	-0.35
TRAT1	0.20
FBLN2	-0.29
GLB1L	-0.48
STT3B	-1.10
CHCHD4	-0.94
DPPA2	-0.07
NFASC	-0.89
FCRL1	-0.05
SGOL2	-0.08
SERPINI1	0.32
SUCLG1	-0.33
NUAK2	0.34
SPTA1	-0.26
PRKCI	0.17
MNDA	-0.46
PYHIN1	-0.14
IFI16	-0.40
AIM2	0.10
EFHB	-0.73
EIF5A2	-0.67
SLC2A2	-0.72
RPL22L1	0.47
FABP1	-0.42
PPM1L	-0.81
ICA1L	-0.18
CTLA4	-0.39
ICOS	-0.01
PPP4R2	-1.77
CD200R1	0.12
GTPBP8	-0.96
C3orf17	-1.47
SPICE1	-0.84
KIAA1407	0.00
CADPS	-1.61
NKX6-1	-0.80
CDS1	-0.19
WDFY3	-0.20
COX18	0.05
PTPN13	-0.26
SYNPR	0.81
ALB	0.25
C4orf36	-0.25
THOC7	-2.16
ATXN7	-0.36
PSMD6	-1.67
PRICKLE2	-0.41
ADAMTS9	-0.21
PPM1K	-0.24
FAM194A	0.04
CLRN1	-0.21
GMPS	-0.55
TIPARP	-0.08
CCNL1	0.20
PTX3	-0.21
HESX1	-0.20
DCLK3	-0.61
SLMAP	-1.52
RPL9	-1.39
SMIM14	-0.31
RPP14	-1.12
ABHD6	-0.07
DNASE1L3	-0.70
C3orf67	-0.57
RBM47	0.30
APBB2	0.09
IL17RE	-0.10
IL17RC	-0.43
CRELD1	-1.29
PRRT3	-1.13
FANCD2OS	-0.26
PCOLCE2	-0.38
U2SURP	-2.06
MTMR14	-0.41
TTC14	-1.09
CXCL3	-0.55
CXCL5	0.38
PPBP	-0.03
PF4	-0.38
MTHFD2L	0.14
CXCL1	-0.63
RCHY1	-0.57
PLSCR2	-0.04
CCDC158	-0.42
CPA3	0.09
GYG1	-0.19
HPS3	-0.03
TM4SF18	-0.16
TOPBP1	-2.02
SNRK	0.14
TCF23	-0.34
DNAJC5G	-0.13
UCN	-0.84
ZNF513	-1.21
SLC4A1AP	-0.43
PLB1	-0.08
SPDYA	-0.28
KIAA1143	-0.81
KIF15	-1.05
TGM4	0.38
WDR43	-2.68
ZDHHC3	-0.42
CDCP1	-0.61
CLEC3B	-0.79
SLC6A20	-0.62
LZTFL1	-0.10
FYCO1	0.14
CCR1	-0.22
RTP3	-0.69
LRRC2	-0.23
ELP6	-1.72
FBXO40	-0.95
DTX3L	0.10
ZNF148	-0.14
NMNAT3	0.00
SMIM12	0.35
ZMYM6	-1.07
TPRA1	-0.81
YEATS2	-1.91
GRIK3	-0.06
ZC3H12A	0.28
MEAF6	-1.07
SNIP1	-1.86
DNALI1	-0.47
POLR2H	-2.25
KLF15	-0.63
CCDC37	-1.46
CAMK2N2	-0.65
LIPH	-0.38
TMEM41A	-0.61
RPN1	-1.65
SENP2	0.36
HEYL	-0.33
IFT122	-0.07
RHO	-0.22
RFC4	-2.11
RPL39L	-0.77
BAP1	-1.16
TKT	-0.43
PRKCD	-0.38
RFT1	-1.81
SFMBT1	-0.78
GNL3	-1.67
PBRM1	-0.99
UVSSA	-1.24
FAM208A	-1.45
ARHGEF3	-0.10
SLBP	-1.39
LRPAP1	-0.50
ZDHHC19	-1.23
SLC51A	-0.20
UBXN7	0.02
RNF168	-2.99
PIGX	-0.71
MFI2	-0.98
OTOP1	-0.38
S100P	-0.06
ABLIM2	-0.25
EXO5	-0.39
CLDN19	-0.66
C1orf50	-0.31
ERMAP	-0.94
ZNF691	-0.38
AIMP1	-0.23
SGMS2	-0.08
METAP1	-0.43
DNAJB14	-0.30
H2AFZ	-2.37
EMCN	0.23
SLC9B1	-0.36
SLC9B2	-0.54
BDH2	-0.31
PGRMC2	-0.28
CDC25A	-2.22
CAMP	-0.71
ZNF589	-0.48
FBXW12	-1.15
PLXNB1	-0.18
CCDC51	-0.32
ATRIP	-1.89
SHISA5	-0.09
SPRY1	-0.41
BSN	-0.61
APEH	-0.45
INTU	-0.61
RNF123	-0.69
HSPA4L	0.19
MFSD8	-0.79
C4orf29	-0.11
CAMKV	-0.33
MON1A	-0.29
MST1R	-0.98
RAD54L2	-0.66
TEX264	-0.43
GRM2	-0.42
DUSP7	-0.58
POC1A	-0.82
PPM1M	-0.49
ETNPPL	-0.56
WDR82	-1.49
PITX2	-0.60
C4orf3	-0.15
PRSS12	-0.18
NDST3	0.20
HMGB2	-0.12
SAP30	-0.98
SCRG1	0.01
HAND2	0.10
MAD2L1	-2.01
ANXA5	-0.21
TMEM155	-0.03
ADAD1	0.21
MAP9	0.24
GUCY1A3	-0.59
FBXO8	-0.50
CEP44	-0.63
HPGD	0.34
ASB5	0.31
C4orf45	0.39
TMEM144	-0.67
FAM198B	-0.23
NPY1R	0.00
NPY5R	-0.07
NAA15	-1.88
IL15	0.86
FAM160A1	-1.36
ARFIP1	0.24
KIAA0947	-2.02
HHIP	-0.24
ANAPC10	-2.02
ABCE1	-1.42
OTUD4	-0.23
LSM6	-0.72
TMEM184C	0.12
PRMT10	-0.04
ITGA2	-0.59
MOCS2	-0.21
SLC45A2	-0.64
EDIL3	-0.44
TMEM161B	-0.60
ELOVL7	0.31
NDUFAF2	-0.82
ZNF474	0.07
LMBRD2	-0.52
RANBP3L	0.16
NIPBL	-1.82
RNF180	-0.61
GPR98	-0.40
SLC25A46	-0.48
STARD4	-0.99
PGGT1B	-1.34
F2RL2	0.23
CCDC112	0.10
ANKRD33B	-0.30
CMBL	0.60
C5orf63	-0.53
PRRC1	-0.85
F2RL1	-0.42
AGGF1	0.01
WDR41	-0.06
PRDM9	0.49
NDUFS4	-0.11
SCGB3A2	0.34
SPINK1	0.15
HTR4	-0.16
ESM1	0.07
GRPEL2	-0.03
CDC20B	-0.47
ARSK	-0.94
RHOBTB3	-0.28
GPX8	0.17
TIGD6	-0.04
SPZ1	-0.51
SERINC5	-0.59
ENPP6	0.04
CAGE1	-0.40
CASP3	0.57
ERAP1	-0.19
ERAP2	-0.48
CMYA5	-1.27
EGFLAM	0.46
KIAA1430	-0.35
TMEM174	-0.58
CARTPT	0.08
RICTOR	-1.56
PAPD4	0.38
EBF1	-0.16
ANKRA2	-0.65
UBLCP1	-0.04
FAM170A	-1.10
UTP15	-1.44
TLR3	-0.45
KLKB1	0.02
NSA2	-2.50
GFM2	-1.22
TERT	-0.11
SLC6A18	-0.51
CCDC127	-0.25
FOXQ1	-0.40
C6orf195	-0.63
ACSL6	-0.40
IL3	-0.63
CSF2	-0.26
SEPT8	-0.46
SHROOM1	-0.35
GDF9	-0.53
UQCRQ	-0.53
LEAP2	-0.12
GJB7	0.15
SLC35A1	-0.48
GRIK2	-0.19
MB21D1	-0.23
FABP7	-0.60
TLX3	-0.34
TXLNB	-0.98
CITED2	-0.81
FAM26D	-0.18
T	1.09
CREBRF	-0.76
DCBLD1	0.24
SFXN1	-0.42
SAMD3	0.52
TMEM200A	-0.22
IL22RA2	-0.26
DACT2	0.12
PDSS2	-1.18
C7orf72	0.18
STXBP5	-0.47
HIST1H2AA	-0.27
IL31RA	-0.48
ANKRD55	-0.13
RAET1E	-0.30
PI16	-0.59
TBX20	-0.54
DAGLB	-0.54
KIAA0895	-0.20
STK17A	0.76
TRA2A	-0.26
GALNT10	-0.30
SAP30L	-0.10
RPS14	-1.40
HCN1	-0.57
MYOZ3	-1.14
COG5	-0.66
NEUROD6	-0.15
C7orf60	0.22
GPR85	-0.38
SLU7	-1.34
RP9	-0.22
PTTG1	-1.57
CAMLG	-1.72
BMPER	-0.41
RELL2	-1.07
KCNK5	-0.73
KIF6	-1.41
ZNF12	0.34
SLC29A4	-0.65
C7orf62	0.32
STEAP1	-0.45
CDCA7L	-0.66
SP8	-0.61
MIOS	-1.42
KIAA1324L	-0.90
USP49	-0.37
SYTL3	-0.24
IQUB	0.08
HEY1	-0.97
ZNF704	-1.22
SHH	-0.08
TAGAP	-0.23
COL1A2	-0.66
FNDC1	-0.40
CHMP4C	-0.26
SLC13A4	-0.83
BRI3	0.45
LMTK2	0.12
SLC35G3	-0.45
CTSB	-0.27
SOX17	0.53
DLC1	0.38
ADCY1	-0.60
C8orf48	0.32
SUN3	-0.77
C7orf57	0.13
HNF4G	-0.63
PEX2	-0.27
RAD21	-2.47
SLC30A8	-0.27
MED30	-1.83
TNFRSF11B	0.39
SBSPON	-0.04
PHKG1	-0.75
EN2	0.53
KCNV1	-0.31
CSMD3	-0.42
SPIDR	-2.06
ORC5	-0.53
DEFA5	0.07
HEATR2	-1.82
DEFA4	-0.83
DEFA6	0.57
OSGIN2	-0.13
DEFB1	0.33
SUN1	0.26
OXR1	0.19
TMEM74	0.22
GPR146	-0.42
GPER1	0.18
UNCX	-1.06
TMEM184A	-0.86
NOS3	-0.62
SPAG11B	0.07
MICALL2	-0.99
CA3	0.04
INTS1	-1.72
CDK5	0.64
SLC4A2	-1.15
SLC7A13	-0.56
FASTK	-0.84
TMUB1	-0.71
C7orf55	0.13
GBX1	0.00
PHAX	-0.71
ALDH7A1	-0.86
FOXK1	-1.38
COX6C	-0.18
OSR2	-0.28
YWHAZ	-1.16
BAALC	-0.36
FZD6	-0.55
CTHRC1	0.11
SLC25A32	0.10
DCAF13	-0.12
DCSTAMP	-0.18
TP53INP1	-0.48
INTS8	-2.69
KIAA1429	-0.88
FREM1	-0.12
GEM	0.10
PDP1	-0.09
TMEM67	0.07
KIAA0196	-1.41
RPP25L	0.05
FAM219A	-0.81
C9orf24	-0.02
SNAPC3	-1.16
NUDT2	-0.63
TMEM65	-0.99
PSIP1	-0.61
CCDC171	-0.73
UBAP1	-1.15
DIRAS2	0.56
SYK	-0.17
NIPSNAP3B	0.11
ABCA1	-0.33
NFIL3	-0.30
LETM2	-0.18
METTL2B	-0.12
PRKACG	-1.43
FXN	-2.15
ZMAT4	0.29
NKX6-3	-0.17
TMEM71	-0.23
MAMDC2	-0.39
PRSS37	0.10
CPA6	0.39
C8orf34	-0.37
TMC1	-0.21
ALDH1A1	-0.34
KDM1B	-0.33
HGSNAT	-0.06
RASEF	-0.38
GKAP1	-0.01
KIF27	-0.36
C9orf64	-0.84
HNRNPK	-1.52
SSMEM1	-0.04
SVEP1	-0.78
TRPV6	-0.24
C7orf34	0.15
ANKS6	-0.59
FBP1	-0.84
TMEM246	-0.50
ZHX1	-0.26
CXorf22	0.24
CYBB	-0.10
DYNLT3	-0.07
WBSCR27	-0.82
MID1IP1	-0.46
C9orf84	-0.46
CXorf58	-0.26
KIAA1958	-0.73
PTCHD1	-1.22
RNF183	-0.59
ASB11	0.52
PCDH19	-0.31
PIGA	-0.80
FIGF	-0.25
STRBP	-1.46
CLDN3	-0.04
GAPVD1	-0.39
C9orf89	-0.11
ATP7A	-0.01
ZNF367	-0.69
NLGN4Y	0.13
HDX	-0.81
NDUFB6	-0.93
AQP7	-0.51
NOL6	-1.56
AQP3	-0.26
TRMT10B	-0.63
VCP	-1.87
PIGO	-1.66
STOML2	-1.10
BRWD3	-0.81
SLITRK5	-1.08
MELK	-0.22
ARMC3	-0.51
OTUD1	-0.20
ARHGAP12	-0.29
CCDC67	-0.22
HECTD2	-0.24
SLC7A3	-0.22
FBXO33	-0.41
DDX26B	-0.51
GPR101	-0.37
CLDN2	-0.27
LRFN5	0.15
LRRC18	-0.61
ZNF488	-0.74
SPTSSA	-0.68
ANXA8	-0.23
WRN	-0.51
MARCH8	-0.95
TSHR	-0.42
CFL2	0.23
SUGT1	-0.47
GTF2A1	-1.06
ZCCHC24	-0.42
PGM2L1	-0.51
PHYHIPL	-0.10
SLC16A9	-0.48
FOLR2	0.18
INPPL1	-0.85
PHOX2A	-0.11
MBL2	-0.30
GJB2	-0.19
CRYL1	-0.28
REEP3	-0.27
HEPACAM	-0.93
SKA3	-1.16
MICU2	-1.36
C11orf82	-0.84
PCF11	-2.69
PKNOX2	-0.29
RPL10L	0.06
LRR1	-2.32
RPL36AL	-1.50
DNAAF2	-0.89
C10orf10	0.11
MAGEC3	-0.90
C10orf25	-0.75
ZNF22	-0.73
KLHDC2	-0.82
EML5	-0.32
NEMF	-1.28
RPUSD4	-1.80
ARF6	-0.17
TTC8	-0.39
TMEM63C	-0.61
NGB	0.09
NOXRED1	-0.62
CDX2	-0.23
AMER2	0.07
AKR1E2	0.27
KBTBD6	-0.05
SSX5	0.05
SSX3	-0.37
OTX2	0.34
FAAH2	-0.16
DRGX	-0.97
NUDT5	0.10
DACT1	-0.13
OXGR1	-0.63
UCMA	-0.74
BEND7	-1.17
ATP5C1	-1.54
PRPF18	-1.02
TAF3	-1.40
VSTM4	-0.02
VDAC2	-1.38
SOHLH1	-0.51
COMTD1	-1.06
SLC18A2	-0.61
PDZD8	-0.68
ZNF503	-0.74
DACH1	-0.83
FAM175B	0.19
QSOX2	-0.58
FAM204A	-0.34
NSD1	0.14
PRDX3	-0.13
ENOX2	-0.27
GHITM	-0.76
CLEC1B	-0.19
SNAPC4	-1.50
TMEM52B	-0.45
PMPCA	-1.91
SDCCAG3	-0.28
FRMD7	0.23
AK8	-0.30
C9orf9	-0.05
TSC1	1.24
GFI1B	-0.38
HPRT1	-0.53
LOH12CR1	-0.56
FAM69B	0.49
ZMYND19	-0.19
STOX1	-0.28
RET	-1.31
DDX21	-2.43
BMS1	-2.02
STK32C	0.55
KIAA1462	-0.21
FUNDC2	-0.55
TMEM55B	-0.38
METTL17	-1.70
SLC39A2	0.42
NDRG2	0.09
RNASE7	-0.03
ARHGEF40	-0.55
NSMF	-0.78
ZNF219	-0.74
C12orf50	0.18
CASP7	-0.47
PPP1R36	0.14
BTNL9	0.01
C10orf118	-0.36
VWA2	-0.53
METTL3	-1.14
SALL2	-0.63
PRAP1	-0.01
TRUB1	0.44
FAM194B	-1.01
CYP2C19	0.24
ZFYVE1	-0.11
C10orf82	0.19
HSPA12A	-0.44
FRAT1	-1.55
UBTD1	0.49
ANKRD2	0.22
E2F7	0.47
ISCA2	-1.43
GYLTL1B	0.37
PACSIN3	-1.01
TTC7B	-0.77
SLC39A13	-0.71
PSMC3	-2.70
RAPSN	-0.31
AGBL2	-0.45
TC2N	0.28
CPSF2	-2.36
SMCO2	-0.09
MOAP1	-0.76
IFI27L1	-0.60
IFI27	-0.16
SERPINA12	-0.23
CLMN	-0.64
PDZRN4	-0.41
SLC6A5	-0.79
CCDC38	-0.23
NELL1	-0.34
PTER	-0.52
C1QL3	-0.15
CACNB2	-1.02
PTPLA	0.09
ARL5B	-0.29
SMCO4	0.03
KIAA1731	-1.21
