Gene,Annot,IPSC_1_inh,IPSC_2_inh,K562_1_inh,K562_2_inh,IPSC_AV_inh,K562_Av_inh,IPSC_Av_Cut,K562_Av_cut,iPSC_1_cut,iPSC_2_cut,chr,strand.y,Count,tss_id,tss_start,start,TSS_distance,Unique,chr_type,distance,bidirectional,distance_to_neighbour_TSS,max_off_target,crispr_off_target
C17orf78,NEG,0.115794,0.09282418,0.6899781,0.008145533,0.10430909,0.3490618165,0.6758319,0.29402569,0.7069293,0.6447345,17,+,1,hg_160457.1,37375969,37376018.6666667,49.6666666666667,Unique,Autosomal,close,NA,16874,1,specific
TADA2A,Other,-4.495982,-4.84183,-0.9729244,-0.9868629,-4.668906,-0.97989365,-0.6548882,-0.31272465,-0.6842365,-0.6255399,17,+,1,hg_160460.1,37406885,37406918.6666667,33.6666666666667,Unique,Autosomal,close,NA,30916,1,specific
DUSP14,Other,-1.611773,-1.813933,-0.5419165,-0.8605924,-1.712853,-0.70125445,-0.044495425,-0.04463823,-0.06514677,-0.02384408,17,+,1,hg_160466.1,37489890,37489935,45,Unique,Autosomal,close,NA,83005,1,specific
SYNRG,Other,-0.2412706,-0.205872,0.4826135,0.1542015,-0.2235713,0.3184075,-0.3337707,-0.0673421175,-0.3715875,-0.2959539,17,-,1,hg_165479.1,37609397,37609342,55,Unique,Autosomal,close,NA,34042,1,specific
DDX52,Other,-3.022508,-2.880219,-0.9314719,-0.9792584,-2.9513635,-0.95536515,-0.5123164,-0.6207145,-0.587081,-0.4375518,17,-,1,hg_165484.1,37643439,37643232.3333333,206.666666666667,Unique,Autosomal,close,NA,34042,1,specific
HNF1B,Other,-3.021929,-3.045386,-0.5722362,-0.8915113,-3.0336575,-0.73187375,0.2475183,0.1659918,0.3012404,0.1937962,17,-,1,hg_165490.1,37744895,37745008,113,Unique,Autosomal,close,NA,101456,1,specific
MRPL45,CEG,-5.31793,-4.798419,-3.867878,-3.55554,-5.0581745,-3.711709,-0.79742925,-1.032696,-0.7800007,-0.8148578,17,+,1,hg_160477.1,38297167,38297188.5,21.5,Unique,Autosomal,close,NA,46788,2,non-specific
GPR179,Other,-0.05923184,-0.1447283,0.4212993,0.03916714,-0.10198007,0.23023322,-0.153422095,-0.1289295,-0.02532329,-0.2815209,17,-,1,hg_165498.1,38343955,38343904.6666667,50.3333333333333,Unique,Autosomal,close,NA,7956,1,specific
SOCS7,Other,-0.02207744,0.1333558,0.1598393,0.3181307,0.05563918,0.238985,0.315802,-0.0230201,0.3714389,0.2601651,17,+,1,hg_160480.1,38351911,38351883.3333333,28.3333333333333,Unique,Autosomal,close,NA,7956,1,specific
ARHGAP23,Other,-0.074663794,0.181762754666667,-0.122191811666667,-0.500924531666667,0.0535494803333335,-0.311558171666667,-0.10417615,-0.308981285,0.1848776,-0.3932299,17,+,1,hg_160488.1,38428465,38428500,35,Unique,Autosomal,close,NA,76554,1,specific
SRCIN1,Other,-2.315865,-2.250201,-0.4506267,-0.0288664,-2.283033,-0.23974655,-0.077724205,-0.16645625,-0.04314931,-0.1122991,17,-,1,hg_165530.1,38605881,38605839,42,Unique,Autosomal,close,NA,99287,1,specific
MLLT6,Other,-2.6200040000000002,-2.427189,-0.4467956,-0.7987742,-2.5235965,-0.6227849,0.73590695,0.3771379,0.6229168,0.8488971,17,+,1,hg_160511.1,38705168,38705299.6666667,131.666666666667,Unique,Autosomal,close,NA,25172,1,specific
CISD3,Other,-0.1089994,-0.03984559,0.1846501,-0.3489563,-0.074422495,-0.0821531,0.124752205,0.2288226,0.06632861,0.1831758,17,+,1,hg_160519.1,38730340,38730372.3333333,32.3333333333333,Unique,Autosomal,close,NA,17995,1,specific
PCGF2,Other,-0.2529288,-0.3884897,0.05579413,-0.1425925,-0.32070925,-0.043399185,-0.49173065,-0.10954005,-0.7473668,-0.2360945,17,-,1,hg_165553.1,38748335,38748282.6666667,52.3333333333333,Unique,Autosomal,close,NA,4425,1,specific
PSMB3,CEG,-4.880071,-5.126416,-3.764099,-2.731707,-5.0032435,-3.247903,-0.8082349,-1.0817482,-1.201873,-0.4145968,17,+,1,hg_160523.1,38752760,38752807.3333333,47.3333333333333,Unique,Autosomal,close,NA,4425,1,specific
PIP4K2B,Other,-2.409707,-2.475444,0.1470313,-0.1326519,-2.4425755,0.00718970000000001,0.20230793,0.4522929,0.03821796,0.3663979,17,-,1,hg_165562.1,38799928,38799481.6666667,446.333333333333,Unique,Autosomal,close,NA,25392,1,specific
CWC25,Other,-3.6828,-4.052053,-0.1026525,-1.052015,-3.8674265,-0.57733375,-0.5392651,-0.73751415,-0.3942209,-0.6843093,17,-,1,hg_165565.1,38825320,38825251.3333333,68.6666666666667,Unique,Autosomal,close,NA,25392,1,specific
RPL23,CEG,-5.433492,-4.918679,-3.694445,-3.592674,-5.1760855,-3.6435595,-1.5634535,-1.4911965,-1.485954,-1.640953,17,-,1,hg_165570.1,38853720,38853650.6666667,69.3333333333333,Unique,Autosomal,close,NA,16337,1,specific
LASP1,Other,-0.9335853,-0.6148808,-0.2335605,0.272736,-0.77423305,0.01958775,-0.36681715,0.04792232,-0.4998352,-0.2337991,17,+,1,hg_160532.1,38870057,38870087.3333333,30.3333333333333,Unique,Autosomal,close,NA,16337,1,specific
FBXO47,Other,-1.22073,-0.9911862,0.4289508,-0.07053651,-1.1059581,0.179207145,-0.09450049,-0.062570925,-0.2442971,0.05529612,17,-,1,hg_165572.1,38967398,38967342.3333333,55.6666666666667,Unique,Autosomal,close,NA,97341,1,specific
PLXDC1,Other,-0.3746062,-0.4078679,-0.489286,-0.3016095,-0.39123705,-0.39544775,0.5026557,0.3051262,0.5015312,0.5037802,17,-,1,hg_165576.1,39151608,39151545.3333333,62.6666666666667,Unique,Autosomal,close,NA,14457,1,specific
ARL5C,Other,0.1886297,0.4578707,0.4147073,-0.004589911,0.3232502,0.2050586945,0.50622545,0.2830334,0.4108351,0.6016158,17,-,1,hg_165583.1,39166065,39166116,51,Unique,Autosomal,close,NA,14457,1,specific
CACNB1,Other,-3.513066,-3.303954,-1.207444,-1.162165,-3.40851,-1.1848045,-0.3313091,-0.10208376,-0.4303605,-0.2322577,17,-,1,hg_165588.1,39197637,39197588,49,Unique,Autosomal,close,NA,2677,1,specific
RPL19,CEG,-4.634585,-5.063358,-3.311214,-3.216596,-4.8489715,-3.263905,-1.1772565,-1.4833480000000001,-1.005487,-1.349026,17,+,1,hg_160559.1,39200314,39200347.3333333,33.3333333333333,Unique,Autosomal,close,NA,2677,5,non-specific
STAC2,Other,-1.260869,-1.197635,-0.1569502,-1.027372,-1.229252,-0.5921611,0.4468745,0.18112225,0.5467677,0.3469813,17,-,1,hg_165594.1,39225785,39225884,99,Unique,Autosomal,close,NA,25471,1,specific
FBXL20,Other,-1.162207,-1.08845,-0.4781672,-0.5494013,-1.1253285,-0.51378425,0.43797495,0.17542445,0.4965403,0.3794096,17,-,1,hg_165601.1,39401624,39401563.3333333,60.6666666666667,Unique,Autosomal,close,NA,49637,1,specific
MED1,Other,-1.530965,-1.613818,-3.306115,-3.349936,-1.5723915,-3.3280255,-0.45807645,-0.4672865,-0.4290933,-0.4870596,17,-,1,hg_165604.1,39451261,39451201.3333333,59.6666666666667,Unique,Autosomal,close,NA,10246,1,specific
CDK12,Other,-4.728015,-4.564876,-1.061653,-1.675759,-4.6464455,-1.368706,-0.7789754,-0.6101825,-1.064138,-0.4938128,17,+,1,hg_160570.1,39461507,39461546.6666667,39.6666666666667,Unique,Autosomal,close,NA,10246,1,specific
NEUROD2,NEG,0.118901,-0.05439135,-0.1692898,-0.2586213,0.032254825,-0.21395555,0.43012455,0.2452472,0.4039911,0.456258,17,-,1,hg_165606.1,39607617,39607845.3333333,228.333333333333,Unique,Autosomal,close,NA,19334,1,specific
PPP1R1B,Other,-2.407876,-2.627201,-1.274408,-1.885131,-2.5175385,-1.5797695,-0.25172245,-0.04263375,-0.3891357,-0.1143092,17,+,1,hg_160582.1,39626951,39626984.6666667,33.6666666666667,Unique,Autosomal,close,NA,10195,1,specific
STARD3,Other,0.05988122,0.2009082,0.5872465,-0.003969577,0.13039471,0.2916384615,-0.34237805,-0.35171065,-0.4166997,-0.2680564,17,+,1,hg_160589.1,39637146,39637185,39,Unique,Autosomal,close,NA,10195,1,specific
TCAP,Other,-0.04519484,0.02426234,0.3245849,-0.12114,-0.01046625,0.10172245,-0.0447985,0.41739195,-0.3185612,0.2289642,17,+,1,hg_160595.1,39664992,39665375.6666667,383.666666666667,Unique,Autosomal,close,NA,3026,1,specific
PNMT,Other,-0.5757492,-0.3131735,-0.03875813,-0.3148412,-0.44446135,-0.176799665,0.6126489,0.42468245,0.6856077,0.5396901,17,+,1,hg_160614.1,39668018,39668039.3333333,21.3333333333333,Unique,Autosomal,close,NA,3026,1,specific
PGAP3,Other,-0.156477,0.2232829,0.2746556,0.01038153,0.03340295,0.142518565,0.15212785,-0.2094431,0.3756173,-0.0713616,17,-,1,hg_165619.1,39688056,39688000.3333333,55.6666666666667,Unique,Autosomal,close,NA,12007,1,specific
ERBB2,Other,-2.01286,-1.76994,0.107809,-0.3133678,-1.8914,-0.1027794,0.154652285,0.12485624,0.2242452,0.08505937,17,+,1,hg_160626.1,39700063,39700105.6666667,42.6666666666667,Unique,Autosomal,close,NA,12007,1,specific
MIEN1,Other,-0.3435263,-0.07314465,-0.9108442,0.3290031,-0.208335475,-0.29092055,-0.087046655,-0.13251915,0.06784069,-0.241934,17,-,1,hg_165626.1,39730531,39730470.6666667,60.3333333333333,Unique,Autosomal,close,NA,7820,1,specific
GRB7,Other,0.02324758,-0.09219197,-0.0041651,-0.05741055,-0.034472195,-0.030787825,0.89731085,0.55146875,0.7613477,1.033274,17,+,1,hg_160634.1,39738351,39738384,33,Unique,Autosomal,close,NA,7820,1,specific
IKZF3,Other,-1.016486,-0.5995999,-0.34709,0.1696665,-0.80804295,-0.08871175,0.30187685,0.151639815,0.2936921,0.3100616,17,-,1,hg_165627.1,39761576,39864168,102592,Unique,Autosomal,far,NA,23225,1,specific
ZPBP2,Other,0.3184425,0.2609988,0.5155435,-0.005985176,0.28972065,0.254779162,-0.21759294,-0.1765266,-0.09015098,-0.3450349,17,+,1,hg_160641.1,39868209,39868253,44,Unique,Autosomal,close,NA,50384,1,specific
GSDMB,Other,0.1229268,0.07222714,0.02070077,0.1614825,0.09757697,0.091091635,0.066865405,0.03730135,0.07660739,0.05712342,17,-,1,hg_165651.1,39918593,39918577.6666667,23.3333333333333,Unique,Autosomal,close,NA,8977,1,specific
ORMDL3,Other,-1.904095,-1.209085,-1.451173,-1.057859,-1.55659,-1.254516,-0.1265158,-0.1916651,-0.1379494,-0.1150822,17,-,1,hg_165655.1,39927570,39927488.3333333,81.6666666666667,Unique,Autosomal,close,<1000,177,1,specific
LRRC3C,Other,-0.08301349,0.1615572,0.03870768,-0.2525693,0.039271855,-0.10693081,-0.055607405,-0.12333527,0.01067179,-0.1218866,17,+,1,hg_160647.1,39927747,39927775,28,Unique,Autosomal,close,<1000,177,1,specific
GSDMA,Other,-0.02518872,0.07530694,-0.1156173,0.01993555,0.02505911,-0.047840875,-0.3588205,-0.4538791,-0.2916446,-0.4259964,17,+,1,hg_160648.1,39962970,39963047.6666667,77.6666666666667,Unique,Autosomal,close,NA,17865,1,specific
PSMD3,CEG,-5.018815,-4.611258,-3.408203,-3.433223,-4.8150365,-3.420713,-0.590265,-1.0414927,-0.6838871,-0.4966429,17,+,1,hg_160657.1,39980835,39980875,40,Unique,Autosomal,close,NA,17865,1,specific
CSF3,Other,0.138542,0.02152789,0.7875563,-0.06321675,0.080034945,0.362169775,-0.5197223,0.06786408,-0.5661911,-0.4732535,17,+,1,hg_160660.1,40015376,40015489,113,Unique,Autosomal,close,NA,34541,1,specific
MED24,Other,-1.281937,-1.064039,-3.706118,-3.171173,-1.172988,-3.4386455,0.37608145,-0.1480515,0.370581,0.3815819,17,-,1,hg_165662.1,40054407,40054354.3333333,52.6666666666667,Unique,Autosomal,close,NA,8557,1,specific
THRA,Other,-1.122174,-1.310938,-0.04086219,-0.3677723,-1.216556,-0.204317245,-0.312462,-0.12246705,-0.3003571,-0.3245669,17,+,1,hg_160672.1,40062964,40063008,44,Unique,Autosomal,close,NA,8557,1,specific
NR1D1,Other,-1.479481,-1.163371,0.3416668,0.2962724,-1.321426,0.3189696,-0.03780197,0.0313087065,-0.1032851,0.02768116,17,-,1,hg_165674.1,40100629,40100503.6666667,125.333333333333,Unique,Autosomal,close,NA,21341,1,specific
MSL1,Other,-2.579113,-2.590352,-0.449834,-0.8895274,-2.5847325,-0.6696807,-0.4170453,0.1728968383,-0.7276753,-0.1064153,17,+,1,hg_160683.1,40121970,40122370.6666667,400.666666666667,Unique,Autosomal,close,NA,18566,1,specific
CASC3,Other,-2.812019,-2.733015,-0.4021688,-0.6259933,-2.772517,-0.51408105,0.46023375,0.394979,0.4660146,0.4544529,17,+,1,hg_160690.1,40140536,40140576.6666667,40.6666666666667,Unique,Autosomal,close,NA,18566,1,specific
RAPGEFL1,Other,0.05108724,0.1072929,-0.2444319,-0.1016134,0.07919007,-0.17302265,-0.127994255,-0.014583474,-0.2689081,0.01291959,17,+,1,hg_160697.1,40177551,40177594.6666667,43.6666666666667,Unique,Autosomal,close,NA,37015,1,specific
WIPF2,Other,0.04781464,-0.08893463,-0.4682299,-0.7592505,-0.020559995,-0.6137402,-0.093001995,0.02519063,-0.2126374,0.02663341,17,+,1,hg_160700.1,40219303,40219339,36,Unique,Autosomal,close,NA,41752,1,specific
CDC6,Other,-4.460742,-4.375556,-2.917343,-2.809608,-4.418149,-2.8634755,-1.0292625,-0.94505055,-1.073707,-0.984818,17,+,1,hg_160710.1,40287882,40287923.6666667,41.6666666666667,Unique,Autosomal,close,NA,30362,1,specific
RARA,Other,0.5501545,0.6997377,0.1908515,-0.4442414,0.6249461,-0.12669495,1.0283986,-0.44225535,1.172634,0.8841632,17,+,1,hg_160715.1,40318244,40318242.6666667,10.6666666666667,Unique,Autosomal,close,NA,30362,1,specific
TOP2A,CEG,-4.561073,-4.673031,-0.4652312,-1.035053,-4.617052,-0.7501421,-1.24632475,-1.4856534,-1.566318,-0.9263315,17,-,1,hg_165719.1,40417880,40417827.6666667,52.3333333333333,Unique,Autosomal,close,NA,25569,1,specific
IGFBP4,Other,-1.330948,-1.611142,-0.2398958,0.0707411,-1.471045,-0.08457735,-0.2677368,-0.08281023,-0.4142869,-0.1211867,17,+,1,hg_160751.1,40443449,40443506.3333333,57.3333333333333,Unique,Autosomal,close,NA,25569,1,specific
TNS4,Other,0.1381491,0.08023622,0.2824347,0.09525777,0.10919266,0.188846235,-0.27499595,-0.18752525,-0.3371156,-0.2128763,17,-,1,hg_165756.1,40501622,40501576.3333333,45.6666666666667,Unique,Autosomal,close,NA,58173,1,specific
CCR7,Other,-0.879608,-0.8869838,-0.006353743,0.2267045,-0.8832959,0.1101753785,-0.1297217,-0.219732656,-0.1063494,-0.153094,17,-,1,hg_165777.1,40565471,40565410,61,Unique,Autosomal,close,NA,63849,1,specific
SMARCE1,Other,-3.10452,-2.618005,-3.343091,-3.278037,-2.8612625,-3.310564,-0.22474395,-0.3523152,-0.1774373,-0.2720506,17,-,1,hg_165783.1,40647817,40647754.3333333,62.6666666666667,Unique,Autosomal,close,NA,17346,1,specific
KRT222,Other,0.01621581,-0.3631782,-0.45633049999999997,-0.3939136,-0.173481195,-0.42512205,0.4809649,-0.02331636,0.4991968,0.462733,17,-,1,hg_165785.1,40665163,40665116,47,Unique,Autosomal,close,NA,17346,1,specific
KRT24,Other,-0.00821759,0.167499,0.1698892,0.1383324,0.079640705,0.1541108,0.53234555,0.133056845,0.591959,0.4727321,17,-,1,hg_165802.1,40703751,40703709.6666667,41.3333333333333,Unique,Autosomal,close,NA,38588,1,specific
KRT25,NEG,-0.007083728,0.2505387,0.2595375,0.5465792,0.121727486,0.40305835,-0.3634012,-0.27634013,-0.4039403,-0.3228621,17,-,1,hg_165809.1,40755330,40755255,75,Unique,Autosomal,close,NA,27219,1,specific
KRT27,Other,0.2853684,0.2899176,-0.184043,0.333899,0.287643,0.074928,0.6092037,0.2896098,0.7404828,0.4779246,17,-,1,hg_165810.1,40782549,40782489.3333333,59.6666666666667,Unique,Autosomal,close,NA,17407,1,specific
KRT28,NEG,0.04588666,0.1430025,0.1726544,-0.09224248,0.09444458,0.04020596,0.6021345,0.33891945,0.5101927,0.6940763,17,-,1,hg_165813.1,40799956,40799882.6666667,73.3333333333333,Unique,Autosomal,close,NA,17407,1,specific
TMEM99,Other,-0.4637807,-0.2698331,0.2741572,-0.1052305,-0.3668069,0.08446335,-0.042147357,-0.090332705,0.003423106,-0.08771782,17,+,1,hg_160811.1,40819144,40819168.6666667,24.6666666666667,Unique,Autosomal,close,NA,2868,1,specific
KRT10,Other,-0.07821073,0.1369239,-0.001002083,0.509751,0.029356585,0.2543744585,-0.2117492605,-0.03711485,-0.4135213,-0.009977221,17,-,1,hg_165834.1,40822012,40822542.3333333,530.333333333333,Unique,Autosomal,close,NA,2868,1,specific
KRT12,Other,0.08164763,0.03500382,0.1743425,-0.05469367,0.058325725,0.059824415,0.096907705,-0.220799555,0.03384141,0.159974,17,-,1,hg_165844.1,40866941,40867160.3333333,219.333333333333,Unique,Autosomal,close,NA,18300,1,specific
KRT20,Other,0.2575128,-0.006091042,0.1874197,-0.3515883,0.125710879,-0.0820843,-0.39517315,-0.4133011,-0.3154528,-0.4748935,17,-,1,hg_165846.1,40885241,40885188.6666667,52.3333333333333,Unique,Autosomal,close,NA,18300,1,specific
KRT23,Other,-0.00932748,0.3571276,-0.07406029,0.2629924,0.17390006,0.094466055,0.38404305,-0.0944073,0.5634849,0.2046012,17,-,1,hg_165847.1,40936662,40936604.6666667,57.3333333333333,Unique,Autosomal,close,NA,30285,1,specific
KRT39,Other,-0.01047546,0.03895986,0.004421428,-0.03364451,0.0142422,-0.014611541,0.7398877,0.3260572,0.8495469,0.6302285,17,-,1,hg_165857.1,40966947,40966888.6666667,58.3333333333333,Unique,Autosomal,close,NA,17179,1,specific
KRT40,NEG,-1.398013,-1.075232,0.2536136,0.5542738,-1.2366225,0.4039437,0.5401698,0.4592799,0.5248012,0.5555384,17,-,1,hg_165858.1,40984126,40984231.3333333,105.333333333333,Unique,Autosomal,close,NA,9966,1,specific
KRTAP3-3,Other,0.03851054,0.1959862,0.1328608,-0.3471623,0.11724837,-0.10715075,0.05620643,0.0558957745,0.08766651,0.02474635,17,-,1,hg_165863.1,40994092,40995524,1440,Unique,Autosomal,middle,NA,5813,2,non-specific
KRTAP3-2,NEG,0.2419742,0.1727034,-0.3087261,0.2536266,0.2073388,-0.02754975,0.2838466,0.5703634,0.2738414,0.2938518,17,-,1,hg_165865.1,40999905,40999834.5,70.5,Unique,Autosomal,close,NA,5813,1,specific
KRTAP3-1,Other,0.3850527,0.2162896,-0.1912951,-0.1037947,0.30067115,-0.1475449,-0.3498166,-0.2699408,-0.4419623,-0.2576709,17,-,1,hg_165866.1,41009127,41009061,66,Unique,Autosomal,close,NA,9222,1,specific
KRTAP1-5,Other,0.2687746,-7.61915e-4,-0.09850111,0.7623495,0.1340063425,0.331924195,0.5389542,0.141182894,0.5636578,0.5142506,17,-,1,hg_165868.1,41027207,41027148,59,Unique,Autosomal,close,NA,7666,1,specific
KRTAP1-3,Other,-0.3011879,-0.2690099,-0.02025305,-0.1588904,-0.2850989,-0.089571725,0.39332935,0.7025516,0.4608632,0.3257955,17,-,1,hg_165869.1,41034873,41034826,47,Unique,Autosomal,close,NA,6576,2,non-specific
KRTAP1-1,NEG,0.3079756,0.1832648,0.202924,0.2801643,0.2456202,0.24154415,-0.6453813,-0.5275537,-0.7262296,-0.564533,17,-,1,hg_165870.1,41041449,41041389.6666667,59.3333333333333,Unique,Autosomal,close,NA,6576,1,specific
KRTAP2-2,Other,0.1502027,0.05788582,-0.05898125,-0.344336,0.10404426,-0.201658625,-0.39423995,-0.31631275,-0.3277378,-0.4607421,17,-,1,hg_165871.1,41059658,41059583.3333333,74.6666666666667,Unique,Autosomal,close,<1000,455,4,non-specific
KRTAP2-3,Other,-4.149803,-4.8926,-0.8056237,-0.6018148,-4.5212015,-0.70371925,0.03602089,0.18194235,-0.06765122,0.139693,17,-,1,hg_165873.1,41060113,41060067,46,Unique,Autosomal,close,<1000,455,4,non-specific
KRTAP4-8,Other,0.09170082,0.3814057,-0.03166839,0.8691979,0.23655326,0.418764755,-0.7373005,-0.299467785,-0.8949328,-0.5796682,17,-,1,hg_165876.1,41098140,41097882,258,Unique,Autosomal,close,NA,20231,1,specific
KRTAP4-11,NEG,0.03306743,0.1025205,0.1015494,0.2029943,0.067793965,0.15227185,0.16484975,0.3086483,0.1005367,0.2291628,17,-,1,hg_165877.1,41118371,41118283,88,Unique,Autosomal,close,NA,5810,2,non-specific
KRTAP4-12,NEG,-0.1002066,-0.07911741,0.003728329,-0.1088648,-0.089662005,-0.0525682355,-0.4272194,-0.2758726,-0.4884849,-0.3659539,17,-,1,hg_165878.1,41124181,41124127.5,53.5,Unique,Autosomal,close,NA,5810,1,specific
KRTAP4-6,Other,-0.48766929999999997,-0.5001852,0.4140829,0.007516656,-0.49392725,0.210799778,-0.50373175,-0.5141429,-0.5138883,-0.4935752,17,-,1,hg_165879.1,41140543,41140487,56,Unique,Autosomal,close,NA,9280,2,non-specific
KRTAP4-5,Other,-6.228597e-4,0.1752126,0.3432724,0.02489416,0.08729487015,0.18408328,-0.5834624,-0.6390513,-0.7637124,-0.4032124,17,-,1,hg_165880.1,41149823,41149749,74,Unique,Autosomal,close,NA,9280,1,specific
KRTAP4-4,NEG,-1.22391,-0.8618082,-0.5403715,-0.464846,-1.0428591,-0.50260875,0.0470789,0.2541426595,-0.1749543,0.2691121,17,-,1,hg_165881.1,41160747,41160713.3333333,33.6666666666667,Unique,Autosomal,close,NA,7473,2,non-specific
KRTAP4-3,Other,-1.179837,-0.7297245,0.3441163,0.01553337,-0.95478075,0.179824835,-0.5940062,-0.104945015,-0.8702896,-0.3177228,17,-,1,hg_165882.1,41168220,41168162,58,Unique,Autosomal,close,NA,7473,2,non-specific
KRTAP4-2,NEG,0.19621,0.2500667,0.02932451,-0.4969901,0.22313835,-0.233832795,-0.5744128,-0.439729,-0.7358025,-0.4130231,17,-,1,hg_165883.1,41178220,41178185,35,Unique,Autosomal,close,NA,10000,2,non-specific
KRTAP9-3,NEG,-1.3935,-1.049276,0.2027177,0.4329347,-1.221388,0.3178262,0.2392643,0.18710126,0.2878945,0.1906341,17,+,1,hg_160821.1,41232448,41232486,38,Unique,Autosomal,close,NA,5550,2,non-specific
KRTAP9-8,Other,0.2140266,0.1175231,-0.3193921,0.1172623,0.16577485,-0.1010649,-0.2859811,0.030417664,-0.4194847,-0.1524775,17,+,1,hg_160822.1,41237998,41238056.3333333,58.3333333333333,Unique,Autosomal,close,NA,5550,1,specific
KRTAP16-1,Other,-0.5271522,-0.2852093,0.2280449,-0.03276208,-0.40618075,0.09764141,0.183232215,0.138849195,0.295479,0.07098543,17,-,1,hg_165888.1,41309305,41309235,70,Unique,Autosomal,close,NA,6404,1,specific
KRTAP17-1,NEG,-0.506259,-0.08347639,-0.07136923,-0.06156143,-0.294867695,-0.06646533,0.90264745,0.65927605,0.9192149,0.88608,17,-,1,hg_165889.1,41315709,41315645.3333333,63.6666666666667,Unique,Autosomal,close,NA,6404,1,specific
KRT33A,NEG,0.02639682,0.1873529,0.01315902,0.3321848,0.10687486,0.17267191,-0.56913755,-0.5373792,-0.6614544,-0.4768207,17,-,1,hg_165890.1,41350827,41350751.6666667,75.3333333333333,Unique,Autosomal,close,NA,18985,1,specific
KRT33B,Other,0.09687851,0.276122,0.2901378,0.2945574,0.186500255,0.2923476,-0.062033575,0.13376,-0.1490363,0.02496915,17,-,1,hg_165892.1,41369812,41369734.6666667,77.3333333333333,Unique,Autosomal,close,NA,11475,2,non-specific
KRT34,Other,0.1790207,0.002798969,0.4668998,0.1907813,0.0909098345,0.32884055,0.2503365,0.19299735,0.1627513,0.3379217,17,-,1,hg_165894.1,41381287,41382483,1196,Unique,Autosomal,middle,NA,11475,1,specific
KRT31,Other,-0.02602769,-0.2488061,0.5296153,0.06520922,-0.137416895,0.29741226,0.163649171,0.2345729,-0.002012158,0.3293105,17,-,1,hg_165899.1,41397562,41397527.3333333,34.6666666666667,Unique,Autosomal,close,NA,2309,1,specific
GAST,Other,-1.892073,-1.514886,-0.8831327,-0.6466856,-1.7034795,-0.76490915,0.2892124,0.17660313,0.2719143,0.3065105,17,+,1,hg_160826.1,41399871,41712365,312494,Unique,Autosomal,far,NA,2309,1,specific
KRT37,NEG,0.1141686,-0.01952002,0.1885176,-0.2936967,0.04732429,-0.05258955,0.2655528,0.3992033,0.3738273,0.1572783,17,-,1,hg_226672.1,41424584,41424493,91,Unique,Autosomal,close,NA,24713,1,specific
KRT35,NEG,0.09593197,0.2164044,-0.01459157,-0.1461031,0.156168185,-0.080347335,0.03726831,-0.3908977,0.05216247,0.02237415,17,-,1,hg_165906.1,41481150,41481088.3333333,61.6666666666667,Unique,Autosomal,close,NA,8759,1,specific
